parent_article,cycle_archetype,line_no,component,item_type,sfg_code,bom_qty,fg_qty,godown,consumed_at_stage
Trail Mix Bulk,B: Transform->Pack (in-line),5,PM24-10X12 Plain Pouch 1000 gm,pm,,1,1,PM Store,Final FG (packing)
Trail Mix Bulk,B: Transform->Pack (in-line),6,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.1,1,PM Store,Final FG (packing)
Turkey Apricot No 1,D: Pack-only,1,Turkey Apricot No 1,rm,,1,1,Factory,Final FG (Sorting+Packing)
UP Berry Mix,,1,Dried Strawberry,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
UP Berry Mix,,2,Dried Cranberry Sliced,rm,,0.35,1,Factory,Final FG (Sorting+Packing)
UP Berry Mix,,3,Dried Goji Berry,rm,,0.15,1,Factory,Final FG (Sorting+Packing)
UP Berry Mix,,4,Dried Blueberry,rm,,0.1,1,Factory,Final FG (Sorting+Packing)
UP Berry Mix,,5,Dried Black Currant,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
UP Berry Mix,,6,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,PM Store,Final FG (packing)
UP Berry Mix,,7,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,PM Store,Final FG (packing)
UP Trail Mix Brazil Nut Based,,1,Brazil Nuts,rm,,0.15,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Brazil Nut Based,,2,Roasted & Salted Almonds Bulk,sfg,SFG0261,0.4,1,Factory,Final FG (opening RM)
UP Trail Mix Brazil Nut Based,,3,Roasted & Salted Cashew Bulk,sfg,SFG0262,0.25,1,Factory,Final FG (opening RM)
UP Trail Mix Brazil Nut Based,,4,Pecan Nuts,rm,,0.1,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Brazil Nut Based,,5,Pista Kernel,rm,,0.1,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Brazil Nut Based,,6,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,PM Store,Final FG (packing)
UP Trail Mix Brazil Nut Based,,7,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,PM Store,Final FG (packing)
UP Trail Mix Edamame Babsed,,1,Edamame Beans,rm,,0.35,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Edamame Babsed,,2,Roasted & Salted Cashew Bulk,sfg,SFG0262,0.25,1,Factory,Final FG (opening RM)
UP Trail Mix Edamame Babsed,,3,Roasted & Salted Almonds Bulk,sfg,SFG0261,0.25,1,Factory,Final FG (opening RM)
UP Trail Mix Edamame Babsed,,4,Pista Kernel,rm,,0.15,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Edamame Babsed,,5,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,PM Store,Final FG (packing)
UP Trail Mix Edamame Babsed,,6,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,PM Store,Final FG (packing)
UP Trail Mix Tandoori Tikka,,1,Roasted & Salted Almonds Bulk,sfg,SFG0261,0.148,1,Factory,Final FG (opening RM)
UP Trail Mix Tandoori Tikka,,2,Roasted & Salted Cashew Bulk,sfg,SFG0262,0.148,1,Factory,Final FG (opening RM)
UP Trail Mix Tandoori Tikka,,3,Afghan Black Raisins Seedless 1*2,rm,,0.25,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Tandoori Tikka,,4,Dried Cranberry Sliced,rm,,0.25,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Tandoori Tikka,,5,Pumpkin Seed ( 5% ),rm,,0.1,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Tandoori Tikka,,6,SUNFLOWER OIL,rm,,0.04,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Tandoori Tikka,,7,Tandoori Masala,rm,,0.05,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Tandoori Tikka,,8,Refined Fine Powder Iodized Salt Prime,rm,,0.009,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Tandoori Tikka,,9,Sugar Powder,rm,,0.01,1,Factory,Final FG (Sorting+Packing)
UP Trail Mix Tandoori Tikka,,10,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,PM Store,Final FG (packing)
UP Trail Mix Tandoori Tikka,,11,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,PM Store,Final FG (packing)
Urban Platter Almond Blueberry Bar 45g,B: Transform->Pack (in-line),1,BLANCHED ALMOND FLOUR,rm,,1.4445,100,Factory,Create WIP
Urban Platter Almond Blueberry Bar 45g,B: Transform->Pack (in-line),2,OATS,rm,,0.409,100,Factory,Create WIP
Urban Platter Almond Blueberry Bar 45g,B: Transform->Pack (in-line),3,Rajgira Puff (Lahi),rm,,0.081,100,Factory,Create WIP
Urban Platter Almond Blueberry Bar 45g,B: Transform->Pack (in-line),4,AL BARAKAH DATE PASTE (1 KG packing),rm,,0.927,100,Factory,Create WIP
Urban Platter Almond Blueberry Bar 45g,B: Transform->Pack (in-line),5,Almond Sliced,sfg,SFG0012,0.207,100,Factory,Final FG (opening RM)
Urban Platter Almond Blueberry Bar 45g,B: Transform->Pack (in-line),6,Dried Blueberry,rm,,0.4095,100,Factory,Create WIP
Urban Platter Almond Blueberry Bar 45g,B: Transform->Pack (in-line),7,Rice Bran Oil,rm,,0.081,100,Factory,Create WIP
Urban Platter Chocolate Vanilla Bar 45g,B: Transform->Pack (in-line),1,OATS,rm,,0.095,10,Factory,Create WIP
Urban Platter Chocolate Vanilla Bar 45g,B: Transform->Pack (in-line),2,Rajgira Puff (Lahi),rm,,0.0212,10,Factory,Create WIP
Urban Platter Chocolate Vanilla Bar 45g,B: Transform->Pack (in-line),3,Ragi Puff,rm,,0.0212,10,Factory,Create WIP
Urban Platter Chocolate Vanilla Bar 45g,B: Transform->Pack (in-line),4,Cocoa Powder,rm,,0.0104,10,Factory,Create WIP
Urban Platter Chocolate Vanilla Bar 45g,B: Transform->Pack (in-line),5,Choco Chips,rm,,0.0225,10,Factory,Create WIP
Urban Platter Chocolate Vanilla Bar 45g,B: Transform->Pack (in-line),6,Vanilla Flavour,rm,,0.0041,10,Factory,Create WIP
Urban Platter Chocolate Vanilla Bar 45g,B: Transform->Pack (in-line),7,AL BARAKAH DATE PASTE (1 KG packing),rm,,0.2129,10,Factory,Create WIP
Urban Platter Cranberry Orange Bar 45g,B: Transform->Pack (in-line),1,BLANCHED ALMOND FLOUR,rm,,0.2115,10,Factory,Create WIP
Urban Platter Cranberry Orange Bar 45g,B: Transform->Pack (in-line),2,OATS,rm,,0.006,10,Factory,Create WIP
Urban Platter Cranberry Orange Bar 45g,B: Transform->Pack (in-line),3,Rajgira Puff (Lahi),rm,,0.0329,10,Factory,Create WIP
Urban Platter Cranberry Orange Bar 45g,B: Transform->Pack (in-line),4,Dried Cranberry Sliced,rm,,0.0306,10,Factory,Create WIP
Urban Platter Cranberry Orange Bar 45g,B: Transform->Pack (in-line),5,Cocoa Powder,rm,,0.0149,10,Factory,Create WIP
Urban Platter Cranberry Orange Bar 45g,B: Transform->Pack (in-line),6,AL BARAKAH DATE PASTE (1 KG packing),rm,,0.0617,10,Factory,Create WIP
Urban Platter Mocha Bar 45g,B: Transform->Pack (in-line),1,OATS,rm,,0.063,10,Factory,Create WIP
Urban Platter Mocha Bar 45g,B: Transform->Pack (in-line),2,Slivered Almonds,rm,,0.0108,10,Factory,Create WIP
Urban Platter Mocha Bar 45g,B: Transform->Pack (in-line),3,AL BARAKAH DATE PASTE (1 KG packing),rm,,0.1746,10,Factory,Create WIP
Urban Platter Mocha Bar 45g,B: Transform->Pack (in-line),4,Cocoa Powder,rm,,0.0212,10,Factory,Create WIP
Urban Platter Mocha Bar 45g,B: Transform->Pack (in-line),5,Choco Chips,rm,,0.0212,10,Factory,Create WIP
Urban Platter Mocha Bar 45g,B: Transform->Pack (in-line),6,COFFEE EXT AQU ALC - 4010000239,rm,,0.0054,10,Factory,Create WIP
Urban Platter Mocha Bar 45g,B: Transform->Pack (in-line),7,BLANCHED ALMOND FLOUR,rm,,0.0531,10,Factory,Create WIP
Urban Platter Mocha Bar 45g,B: Transform->Pack (in-line),8,Vanilla Flavour,rm,,0.0054,10,Factory,Create WIP
Urban Platter Panchmewa,D: Pack-only,1,American Almonds Running 25-27 count,rm,,0.3,1,Factory,Final FG (Sorting+Packing)
Urban Platter Panchmewa,D: Pack-only,2,Cashew 320,rm,,0.25,1,Factory,Final FG (Sorting+Packing)
Urban Platter Panchmewa,D: Pack-only,3,Indian Green Raisins,rm,,0.15,1,Factory,Final FG (Sorting+Packing)
Urban Platter Panchmewa,D: Pack-only,4,Peanut Spilit (Groundnut),rm,,0.15,1,Factory,Final FG (Sorting+Packing)
Urban Platter Panchmewa,D: Pack-only,5,Red Kharik Dry Dates,rm,,0.15,1,Factory,Final FG (Sorting+Packing)
Urban Platter Panchmewa,D: Pack-only,6,"PM24-Vacuum Pouch-390 x 575 mm, 60G-125 Micron 5000 gm",pm,,0.2,1,PM Store,Final FG (packing)
Urban Platter Panchmewa,D: Pack-only,7,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,PM Store,Final FG (packing)
Vedaka Almonds 100g (B07GQZ7ZTZ) FBA,C: Pack of existing SFG,1,Roasted Independence Almonds Bulk,sfg,SFG0343,0.1,1,Factory,Final FG (opening RM)
Vedaka Almonds 100g (B07GQZ7ZTZ) FBA,C: Pack of existing SFG,2,PM24-Vedaka Purple Pouch 100GM,pm,,1,1,PM Store,Final FG (packing)
Vedaka Almonds 100g (B07GQZ7ZTZ) FBA,C: Pack of existing SFG,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm-Printed,pm,,0.013,1,PM Store,Final FG (packing)
Vedaka Almonds 1kg (B07GQNM6N2),C: Pack of existing SFG,1,Roasted Independence Almonds Bulk,sfg,SFG0343,1,1,Factory,Final FG (opening RM)
Vedaka Almonds 500g (B07GQNQNJG),C: Pack of existing SFG,1,Roasted Independence Almonds Bulk,sfg,SFG0343,0.5,1,Factory,Final FG (opening RM)
"Vedaka Almonds, Raisins, Cashews, and Pista (4 X 200 gm)B0BVVV1SMF",D: Pack-only,1,Indian Green Raisins,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
"Vedaka Almonds, Raisins, Cashews, and Pista (4 X 200 gm)B0BVVV1SMF",D: Pack-only,2,American Almonds Running 25-27 count,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
"Vedaka Almonds, Raisins, Cashews, and Pista (4 X 200 gm)B0BVVV1SMF",D: Pack-only,3,Cashew 320,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
"Vedaka Almonds, Raisins, Cashews, and Pista (4 X 200 gm)B0BVVV1SMF",D: Pack-only,4,California Pista Inshell,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
"Vedaka Almonds, Raisins, Cashews, and Pista (4 X 200 gm)B0BVVV1SMF",D: Pack-only,5,PM24-Vedaka Purple Zipper Pouch 200GM,pm,,4,1,PM Store,Final FG (packing)
"Vedaka Almonds, Raisins, Cashews, and Pista (4 X 200 gm)B0BVVV1SMF",D: Pack-only,6,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.08,1,PM Store,Final FG (packing)
Vedaka Black pepper Cashew 200g (B0BTHWW69R),C: Pack of existing SFG,1,Black Pepper Cashew Bulk,sfg,SFG0024,0.2,1,Factory,Final FG (opening RM)
Vedaka Black pepper Cashew 200g (B0BTHWW69R),C: Pack of existing SFG,2,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.025,1,PM Store,Final FG (packing)
Vedaka Black Raisins - 500g (B0D9P37XTT),D: Pack-only,1,Afghan Black Raisins Seedless 1*1,rm,,0.5,1,Factory,Final FG (Sorting+Packing)
Vedaka Black Raisins - 500g (B0D9P37XTT),D: Pack-only,2,PM24-Vedaka Purple Plain Pouch  500 gm,pm,,1,1,PM Store,Final FG (packing)
Vedaka Black Raisins - 500g (B0D9P37XTT),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.05,1,PM Store,Final FG (packing)
Vedaka Broken Cashew 1kg (B0D9NZYHDC),B: Transform->Pack (in-line),1,Cashew Tukda,rm,,1,1,Factory,Create WIP
Vedaka Broken Cashew 1kg (B0D9NZYHDC),B: Transform->Pack (in-line),2,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
Vedaka Broken Cashew 1kg (B0D9NZYHDC),B: Transform->Pack (in-line),3,PM24-Vedaka Red Zipper Pouch 1KG,pm,,1,1,Factory,Final FG (packing)
Vedaka Cashew 200g (B07GQZSS48),D: Pack-only,1,Cashew 320,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Cashew 200g (B07GQZSS48),D: Pack-only,2,PM24-Vedaka Purple Pouch 200GM,pm,,1,1,Factory,Final FG (packing)
Vedaka Cashew 200g (B07GQZSS48),D: Pack-only,3,PM24-3 Ply Carton CF21 Walnut Carton (445X310X305MM)-Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Vedaka Cashews - Broken 500g (B0D9NYHTG1),B: Transform->Pack (in-line),1,Cashew Tukda,rm,,0.5,1,Factory,Create WIP
Vedaka Cashews - Broken 500g (B0D9NYHTG1),B: Transform->Pack (in-line),2,PM24-Vedaka Red Zipper Pouch 500GM,pm,,1,1,Factory,Final FG (packing)
Vedaka Cashews - Broken 500g (B0D9NYHTG1),B: Transform->Pack (in-line),3,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.05,1,Factory,Final FG (packing)
Vedaka Chia Seeds 1kg ( B0D9P16WZQ ),,1,Black Chia Seeds,rm,,1,1,Factory,Final FG (Sorting+Packing)
Vedaka Chia Seeds 1kg ( B0D9P16WZQ ),,2,PM24-Vedaka Purple Plain Pouch  1 Kg,pm,,1,1,PM Store,Final FG (packing)
Vedaka Chia Seeds 1kg ( B0D9P16WZQ ),,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,PM Store,Final FG (packing)
Vedaka Dried Figs - 250g (B0D9NZ5GFV),D: Pack-only,1,Anjeer 1*2,rm,,0.25,1,Factory,Final FG (Sorting+Packing)
Vedaka Dried Sweetened Blueberries 100gm (B07GR24VMZ),,1,Dried Blueberry,rm,,0.1,1,Factory,Final FG (Sorting+Packing)
Vedaka Dried Sweetened Blueberries 100gm (B07GR24VMZ),,2,PM24-Vedaka Purple Pouch 100GM,pm,,1,1,Factory,Final FG (packing)
Vedaka Dried Sweetened Blueberries 100gm (B07GR24VMZ),,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.01,1,Factory,Final FG (packing)
Vedaka Dry Dates powder 250gm (B0DRDCLY1Q),D: Pack-only,1,AL BARAKAH DEHYDRATED DATE POWDER - BULK PACK 10KG,rm,,0.25,1,Factory,Final FG (Sorting+Packing)
Vedaka Dry Dates powder 250gm (B0DRDCLY1Q),D: Pack-only,2,PM24-Vedaka Purple Zipper Pouch 250GM,pm,,1,1,Factory,Final FG (packing)
Vedaka Dry Dates powder 250gm (B0DRDCLY1Q),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.025,1,Factory,Final FG (packing)
Vedaka Dry Dates powder 500g (B0DRD9F8G2),D: Pack-only,1,AL BARAKAH DEHYDRATED DATE POWDER - BULK PACK 10KG,rm,,0.5,1,Factory,Final FG (Sorting+Packing)
Vedaka Dry Dates powder 500g (B0DRD9F8G2),D: Pack-only,2,PM24-Vedaka Purple Zipper Pouch 500GM,pm,,1,1,PM Store,Final FG (packing)
Vedaka Dry Dates powder 500g (B0DRD9F8G2),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.05,1,PM Store,Final FG (packing)
Vedaka Dry Fruit Combo - Almonds and Cashews (2 X 200 gm) (B0BVVRS2N7),D: Pack-only,1,Independence Almonds,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Dry Fruit Combo - Almonds and Cashews (2 X 200 gm) (B0BVVRS2N7),D: Pack-only,2,Cashew 320,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Dry Fruit Combo - Almonds and Cashews (2 X 200 gm) (B0BVVRS2N7),D: Pack-only,3,PM24-Vedaka Purple Zipper Pouch 200GM,pm,,1,1,PM Store,Final FG (packing)
Vedaka Dry Fruit Combo - Almonds and Cashews (2 X 200 gm) (B0BVVRS2N7),D: Pack-only,4,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.04,1,PM Store,Final FG (packing)
Vedaka Dry Fruit Combo - Almonds and Raisins (2 X 200 gm) (B0BTHYWT53),D: Pack-only,1,Independence Almonds,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Dry Fruit Combo - Almonds and Raisins (2 X 200 gm) (B0BTHYWT53),D: Pack-only,2,Indian Green Raisins,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Dry Fruit Combo - Almonds and Raisins (2 X 200 gm) (B0BTHYWT53),D: Pack-only,3,PM24-Vedaka Purple Pouch 200GM,pm,,2,1,PM Store,Final FG (packing)
Vedaka Dry Fruit Combo - Almonds and Raisins (2 X 200 gm) (B0BTHYWT53),D: Pack-only,4,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.04,1,PM Store,Final FG (packing)
Vedaka Dry Fruit Combo - Raisins and Cashews (2 X 200 gm) (B0BVVVGN99),D: Pack-only,1,Indian Green Raisins,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Dry Fruit Combo - Raisins and Cashews (2 X 200 gm) (B0BVVVGN99),D: Pack-only,2,Cashew 320,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Dry Fruit Combo - Raisins and Cashews (2 X 200 gm) (B0BVVVGN99),D: Pack-only,3,PM24-Vedaka Purple Zipper Pouch 200GM,pm,,2,1,Factory,Final FG (packing)
Vedaka Dry Fruit Combo - Raisins and Cashews (2 X 200 gm) (B0BVVVGN99),D: Pack-only,4,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.04,1,Factory,Final FG (packing)
Vedaka Fard Dates (Omani) - (500gm x 2) (B0D9NZY7RK),D: Pack-only,1,AL BARAKAH FARD DATES STANDARD,rm,,1,1,Factory,Final FG (Sorting+Packing)
Vedaka Fard Dates (Omani) - (500gm x 2) (B0D9NZY7RK),D: Pack-only,2,PM24-Vedaka Purple Plain Pouch  1 Kg,pm,,2,1,Factory,Final FG (packing)
Vedaka Fard Dates (Omani) - (500gm x 2) (B0D9NZY7RK),D: Pack-only,3,PM24-Vedaka Red Zipper Pouch 1KG,pm,,1,1,Factory,Final FG (packing)
Vedaka Fard Dates (Omani) - (500gm x 2) (B0D9NZY7RK),D: Pack-only,4,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.1,1,Factory,Final FG (packing)
Vedaka Fresh Dates 500g (102219254),D: Pack-only,1,Khaneizi Dates,rm,,0.5,1,Factory,Final FG (Sorting+Packing)
Vedaka Fresh Dates 500g (102219254),D: Pack-only,2,PM24-Vedaka Purple Zipper Pouch 500GM,pm,,1,1,Factory,Final FG (packing)
Vedaka Fresh Dates 500g (102219254),D: Pack-only,3,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.05,1,Factory,Final FG (packing)
Vedaka Fresh Dates 500gm (Pack of 2) [B0D9P11T76],D: Pack-only,1,Khaneizi Dates,rm,,1,1,Factory,Final FG (Sorting+Packing)
Vedaka Fresh Dates 500gm (Pack of 2) [B0D9P11T76],D: Pack-only,2,PM24-Vedaka Purple Pouch 100GM,pm,,2,1,Factory,Final FG (packing)
Vedaka Fresh Dates 500gm (Pack of 2) [B0D9P11T76],D: Pack-only,3,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.1,1,Factory,Final FG (packing)
Vedaka Healthy Seed Mix 200gm(B0B69L57PV),B: Transform->Pack (in-line),1,Sunflower Seeds,rm,,0.04,1,Factory,Create WIP
Vedaka Healthy Seed Mix 200gm(B0B69L57PV),B: Transform->Pack (in-line),2,Water Melon Seed,rm,,0.036,1,Factory,Create WIP
Vedaka Healthy Seed Mix 200gm(B0B69L57PV),B: Transform->Pack (in-line),3,Pumpkin Seed ( 5% ),rm,,0.036,1,Factory,Create WIP
Vedaka Healthy Seed Mix 200gm(B0B69L57PV),B: Transform->Pack (in-line),4,Flax Seeds (Alsi),rm,,0.044,1,Factory,Create WIP
Vedaka Healthy Seed Mix 200gm(B0B69L57PV),B: Transform->Pack (in-line),5,Black Chia Seeds,rm,,0.044,1,Factory,Create WIP
Vedaka Healthy Seed Mix 200gm(B0B69L57PV),B: Transform->Pack (in-line),6,PM24-Pet Jar 250 gm,pm,,1,1,PM Store,Final FG (packing)
Vedaka Healthy Seed Mix 200gm(B0B69L57PV),B: Transform->Pack (in-line),7,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.02,1,PM Store,Final FG (packing)
Vedaka Munakka Raisins (Abjosh) 500gm,,1,Afghan Munakka / Abjosh 1X1,rm,,0.5,1,Factory,Final FG (Sorting+Packing)
Vedaka Munakka Raisins (Abjosh) 500gm,,2,PM24-Vedaka Purple Zipper Pouch 500GM,pm,,1,1,PM Store,Final FG (packing)
Vedaka Peri Peri Cashew 200g (B0BVVRRYVC),C: Pack of existing SFG,1,Peri Peri Cashew Bulk,sfg,SFG0235,0.2,1,Factory,Final FG (opening RM)
Vedaka Peri Peri Cashew 200g (B0BVVRRYVC),C: Pack of existing SFG,2,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm-Printed,pm,,0.04,1,PM Store,Final FG (packing)
Vedaka Popular Cashew Broken 100g FBA(B07GR3S1RL),B: Transform->Pack (in-line),1,Cashew Tukda,rm,,0.1,1,Factory,Create WIP
Vedaka Popular Cashew Broken 100g FBA(B07GR3S1RL),B: Transform->Pack (in-line),2,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm-Printed,pm,,0.01,1,Factory,Final FG (packing)
Vedaka Popular Cashew Broken 100g FBA(B07GR3S1RL),B: Transform->Pack (in-line),3,PM24-Vedaka Purple Pouch Roll 100GM,pm,,0.003,1,Factory,Final FG (packing)
Vedaka Popular Cashew Broken 200g FBA(B07GQWS1BS),B: Transform->Pack (in-line),1,Cashew Tukda,rm,,0.2,1,Factory,Create WIP
Vedaka Popular Cashew Broken 200g FBA(B07GQWS1BS),B: Transform->Pack (in-line),2,PM24-Vedaka Purple Pouch 200GM,pm,,1,1,Factory,Final FG (packing)
Vedaka Popular Cashew Broken 200g FBA(B07GQWS1BS),B: Transform->Pack (in-line),3,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.02,1,Factory,Final FG (packing)
"Vedaka Popular Raisins, 1 kg (B07GR82XJR)",D: Pack-only,1,Indian Green Raisins,rm,,1,1,Factory,Final FG (Sorting+Packing)
"Vedaka Popular Raisins, 1 kg (B07GR82XJR)",D: Pack-only,2,PM24-Vedaka Purple Zipper Pouch 1 Kg,pm,,1,1,PM Store,Final FG (packing)
"Vedaka Popular Raisins, 100 g (B07GRBFFMS)",D: Pack-only,1,Indian Green Raisins,rm,,0.1,1,Factory,Final FG (Sorting+Packing)
"Vedaka Popular Raisins, 100 g (B07GRBFFMS)",D: Pack-only,2,PM24-Vedaka Purple Pouch 100GM,pm,,1,1,Factory,Final FG (packing)
"Vedaka Popular Raisins, 100 g (B07GRBFFMS)",D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.01,1,Factory,Final FG (packing)
Vedaka Premium Black Raisins 100g B07GQVNVV8,D: Pack-only,1,Afghan Black Raisins Seedless 1*1,rm,,0.1,1,Factory,Final FG (Sorting+Packing)
Vedaka Premium Black Raisins 100g B07GQVNVV8,D: Pack-only,2,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm-Printed,pm,,0.01,1,Factory,Final FG (packing)
Vedaka Premium Black Raisins 200g (B07GR346FX),D: Pack-only,1,Afghan Black Raisins Seedless 1*2,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Premium Black Raisins 200g (B07GR346FX),D: Pack-only,2,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm-Printed,pm,,0.02,1,PM Store,Final FG (packing)
Vedaka Premium Blueberries 1kg (B07GR82XK8),D: Pack-only,1,Dried Blueberry,rm,,1.01,1,Factory,Final FG (Sorting+Packing)
Vedaka Premium Blueberries 1kg (B07GR82XK8),D: Pack-only,2,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm-Printed,pm,,0.01,1,Factory,Final FG (packing)
Vedaka Premium Blueberries 1kg (B07GR82XK8),D: Pack-only,3,PM24-Vedaka Premium 1Kg Pouch(190mmx260mm) 1000 gm,pm,,1,1,Factory,Final FG (packing)
Vedaka Premium Blueberries 200g (B07GQWST7K),D: Pack-only,1,Dried Blueberry,rm,,0.2015,1,Factory,Final FG (Sorting+Packing)
Vedaka Premium Blueberries 200g (B07GQWST7K),D: Pack-only,2,PM24-Vedaka Purple Pouch 200GM,pm,,1,1,PM Store,Final FG (packing)
Vedaka Premium Blueberries 200g (B07GQWST7K),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,PM Store,Final FG (packing)
Vedaka Premium Dry Fruits Combo 1000 gm Gift Box ( B0BBDP8GR2 ),D: Pack-only,1,Dried Cranberry Whole,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Premium Dry Fruits Combo 1000 gm Gift Box ( B0BBDP8GR2 ),D: Pack-only,2,Independence Almonds,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Premium Dry Fruits Combo 1000 gm Gift Box ( B0BBDP8GR2 ),D: Pack-only,3,Indian Green Raisins,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Vedaka Premium Dry Fruits Combo 1000 gm Gift Box ( B0BBDP8GR2 ),D: Pack-only,4,Cashew 320,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
